CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Blackwater Properties LIMITED,01000116,,,89 Bridge Street,,Glasgow,,United Kingdom,B3 2TQ,Private Limited Company,Active,United Kingdom,,19/06/2015,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000116
Ashcroft Partners LTD,01000117,,,195 Station Road,,Liverpool,,United Kingdom,EH1 7FU,Private Limited Company,Active,United Kingdom,,09/03/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000117
Fairhaven Ventures PLC,01000118,,,170 Park View,,Manchester,,United Kingdom,LS1 9HG,Private Limited Company,Active,United Kingdom,,15/03/1999,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000118
Eastbrook Management 22 LIMITED,01000119,,,82 Queens Road,,London,,United Kingdom,EC1V 1UD,Private Limited Company,Active,United Kingdom,,17/02/2009,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000119
Thornbury Ventures PLC,01000120,,,4 Station Road,,Edinburgh,,United Kingdom,WC2H 6EL,Private Limited Company,Active,United Kingdom,,28/04/2020,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000120
Ravensworth Holdings LLP,01000121,,,100 Victoria Road,,Cardiff,,United Kingdom,EC1V 5HG,Private Limited Company,Active,United Kingdom,,04/04/2017,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000121
Kingsway Capital 9 LIMITED,01000122,,,228 Queens Road,,Cardiff,,United Kingdom,BS1 8XP,Private Limited Company,Active,United Kingdom,,18/10/2010,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000122
Pinnacle Trading LIMITED,01000123,,,31 Station Road,,Leeds,,United Kingdom,SE1 4GT,Private Limited Company,Active,United Kingdom,,21/02/1997,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000123
Longacre Capital 36 PLC,01000124,,,181 Bridge Street,,Leeds,,United Kingdom,G2 3JD,Private Limited Company,Active,United Kingdom,,08/08/1991,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000124
Aldgate Management LLP,01000125,,,11 Victoria Road,,Glasgow,,United Kingdom,SE1 4TN,Private Limited Company,Active,United Kingdom,,21/12/2000,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000125
Silverline Trading LIMITED,SC1000126,,,196 Kings Avenue,,Edinburgh,,United Kingdom,W1D 1WA,Private Limited Company,Active,United Kingdom,,22/06/1990,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1000126
Marlborough Investments LIMITED,01000127,,,119 Bridge Street,,Sheffield,,United Kingdom,L1 4WE,Private Limited Company,Active,United Kingdom,,26/11/2017,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000127
Redwood Group LIMITED,01000128,,,123 Kings Avenue,,Edinburgh,,United Kingdom,EC1V 8DF,Private Limited Company,Active,United Kingdom,,12/09/2018,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000128
Kingsway Assets LTD,01000129,,,176 Kings Avenue,,Sheffield,,United Kingdom,G2 3AY,Private Limited Company,Active,United Kingdom,,01/10/2012,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000129
Whitehall Partners PLC,01000130,,,167 Kings Avenue,,Sheffield,,United Kingdom,M1 6XJ,Private Limited Company,Active,United Kingdom,,14/01/1999,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000130
Blackwater Partners PLC,01000131,,,93 Park View,,Cardiff,,United Kingdom,B3 5EG,Private Limited Company,Active,United Kingdom,,02/07/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000131
Ashcroft Enterprises 2 LLP,01000132,,,2 Station Road,,Birmingham,,United Kingdom,S1 8JA,Private Limited Company,Active,United Kingdom,,14/05/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000132
Redwood Assets LIMITED,01000133,,,244 Bridge Street,,Sheffield,,United Kingdom,G2 8YW,Private Limited Company,Active,United Kingdom,,27/01/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000133
Ironbridge Properties 37 LIMITED,01000134,,,243 Bridge Street,,Leeds,,United Kingdom,WC2H 7EH,Private Limited Company,Active,United Kingdom,,02/12/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000134
Marlborough Holdings LIMITED,01000135,,,203 Park View,,Cardiff,,United Kingdom,BS1 8DT,Private Limited Company,Active,United Kingdom,,12/03/1998,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000135
Crestwood Management LTD,01000136,,,223 Church Lane,,Cardiff,,United Kingdom,SE1 9NL,Private Limited Company,Active,United Kingdom,,09/06/2003,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000136
Silverline Trading LIMITED,01000137,,,224 Kings Avenue,,Liverpool,,United Kingdom,EC1V 7NF,Private Limited Company,Active,United Kingdom,,14/07/2013,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000137
Harbourview Investments LLP,01000138,,,228 Park View,,Liverpool,,United Kingdom,B3 5UY,Private Limited Company,Active,United Kingdom,,03/01/2018,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000138
Harbourview Capital 2 LIMITED,01000139,,,113 Victoria Road,,Liverpool,,United Kingdom,G2 4UZ,Private Limited Company,Active,United Kingdom,,13/11/2003,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000139
Ravensworth Trading LTD,01000140,,,144 Manor Way,,Leeds,,United Kingdom,CF10 4ZT,Private Limited Company,Active,United Kingdom,,24/11/2014,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000140
Eastbrook Ventures LTD,01000141,,,101 Park View,,Birmingham,,United Kingdom,N1 9QN,Private Limited Company,Active,United Kingdom,,23/06/2015,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000141
Ludgate Assets LTD,01000142,,,157 Kings Avenue,,Glasgow,,United Kingdom,SW1A 5BN,Private Limited Company,Active,United Kingdom,,20/11/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000142
Meridian Investments LLP,01000143,,,28 Mill Lane,,Manchester,,United Kingdom,L1 2NP,Private Limited Company,Active,United Kingdom,,10/07/1995,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000143
Harbourview Group PLC,01000144,,,238 Mill Lane,,London,,United Kingdom,S1 4RU,Private Limited Company,Active,United Kingdom,,01/01/2005,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000144
Harbourview Group LIMITED,01000145,,,9 Victoria Road,,Sheffield,,United Kingdom,EC1V 6SJ,Private Limited Company,Active,United Kingdom,,26/12/1992,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000145
Pinnacle Holdings LIMITED,01000146,,,19 High Street,,Sheffield,,United Kingdom,W1D 2JF,Private Limited Company,Active,United Kingdom,,16/02/2005,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000146
Sterling Resources LTD,01000147,,,238 Station Road,,Birmingham,,United Kingdom,S1 6QF,Private Limited Company,Active,United Kingdom,,24/05/2016,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000147
Aldgate Investments LTD,01000148,,,209 Queens Road,,Manchester,,United Kingdom,M1 8AH,Private Limited Company,Active,United Kingdom,,03/10/1991,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000148
Eastbrook Group 16 PLC,SC1000149,,,17 Park View,,Edinburgh,,United Kingdom,W1D 2AA,Private Limited Company,Dissolved,United Kingdom,,12/04/2000,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000149
Pinnacle Assets 22 PLC,01000150,,,14 Queens Road,,Leeds,,United Kingdom,EC1V 4QB,Private Limited Company,Active,United Kingdom,,14/10/2010,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000150
Pinnacle Ventures 36 PLC,01000151,,,165 High Street,,Bristol,,United Kingdom,CF10 9UN,Private Limited Company,Active,United Kingdom,,01/06/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000151
Eastbrook Assets 26 LIMITED,01000152,,,72 Mill Lane,,Manchester,,United Kingdom,B3 3LJ,Private Limited Company,Active,United Kingdom,,25/03/1994,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000152
Longacre Ventures 12 PLC,01000153,,,13 Station Road,,Leeds,,United Kingdom,WC2H 3ZY,Private Limited Company,Dissolved,United Kingdom,,20/08/2008,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000153
Sterling Resources 35 LTD,01000154,,,100 Park View,,Manchester,,United Kingdom,B3 5HB,Private Limited Company,Active,United Kingdom,,27/07/1996,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000154
Pinnacle Management 27 PLC,01000155,,,108 Park View,,Birmingham,,United Kingdom,EC1V 6YY,Private Limited Company,Active,United Kingdom,,19/12/2013,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000155
Longacre Holdings LTD,01000156,,,180 Park View,,Manchester,,United Kingdom,B3 3SD,Private Limited Company,Active,United Kingdom,,27/05/2019,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000156
Kingsway Management LIMITED,01000157,,,207 Bridge Street,,Glasgow,,United Kingdom,EC1V 4FS,Private Limited Company,Active,United Kingdom,,15/04/2002,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000157
Longacre Trading 10 LTD,01000158,,,100 High Street,,Edinburgh,,United Kingdom,EH1 3GE,Private Limited Company,Active,United Kingdom,,07/12/2014,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000158
Eastbrook Properties LIMITED,01000159,,,52 Queens Road,,Birmingham,,United Kingdom,W1D 1XY,Private Limited Company,Active,United Kingdom,,25/01/1991,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000159
Northgate Holdings 32 LLP,SC1000160,,,100 Victoria Road,,Liverpool,,United Kingdom,CF10 1YG,Private Limited Company,Dissolved,United Kingdom,,16/04/2017,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000160
Beaconsfield Trading LLP,01000161,,,12 Manor Way,,Leeds,,United Kingdom,SW1A 7ZY,Private Limited Company,Active,United Kingdom,,18/06/2002,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000161
Ironbridge Management LTD,SC1000162,,,89 Park View,,Glasgow,,United Kingdom,L1 4TA,Private Limited Company,Active,United Kingdom,,24/06/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000162
Longacre Management PLC,01000163,,,20 Mill Lane,,Cardiff,,United Kingdom,CF10 5UG,Private Limited Company,Active,United Kingdom,,20/10/2013,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000163
Eastbrook Properties LLP,01000164,,,39 Mill Lane,,Glasgow,,United Kingdom,LS1 2NN,Private Limited Company,Active,United Kingdom,,21/08/2000,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000164
Camberwell Resources LIMITED,01000165,,,4 Queens Road,,Liverpool,,United Kingdom,SW1A 3UT,Private Limited Company,Active,United Kingdom,,25/01/2011,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000165
Crestwood Partners LLP,01000166,,,198 Station Road,,London,,United Kingdom,LS1 1YH,Private Limited Company,Active,United Kingdom,,28/02/2021,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000166
Marlborough Holdings 10 PLC,01000167,,,183 Park View,,Leeds,,United Kingdom,M1 6GR,Private Limited Company,Active,United Kingdom,,13/10/1994,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000167
Northgate Enterprises LLP,SC1000168,,,46 Church Lane,,Glasgow,,United Kingdom,N1 6FW,Private Limited Company,Active,United Kingdom,,25/11/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000168
Camberwell Capital LLP,01000169,,,228 Kings Avenue,,Manchester,,United Kingdom,B3 3PZ,Private Limited Company,Active,United Kingdom,,28/09/1996,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000169
Camberwell Ventures LIMITED,01000170,,,243 Queens Road,,Birmingham,,United Kingdom,N1 3JT,Private Limited Company,Active,United Kingdom,,18/11/1995,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000170
Camberwell Resources PLC,01000171,,,178 Manor Way,,Sheffield,,United Kingdom,N1 7YF,Private Limited Company,Active,United Kingdom,,07/08/2002,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000171
Camberwell Trading LLP,01000172,,,83 Park View,,Cardiff,,United Kingdom,L1 2NB,Private Limited Company,Active,United Kingdom,,06/01/2006,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000172
Longacre Enterprises LIMITED,01000173,,,224 Station Road,,Leeds,,United Kingdom,G2 7DL,Private Limited Company,Active,United Kingdom,,15/10/2006,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000173
Fairhaven Capital PLC,01000174,,,43 Station Road,,London,,United Kingdom,LS1 1FJ,Private Limited Company,Dissolved,United Kingdom,,25/01/2016,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000174
Meridian Enterprises LIMITED,01000175,,,193 High Street,,Liverpool,,United Kingdom,W1D 7XX,Private Limited Company,Active,United Kingdom,,02/09/1999,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000175
Silverline Capital LIMITED,01000176,,,96 Park View,,Bristol,,United Kingdom,SE1 9GN,Private Limited Company,Active,United Kingdom,,09/10/1991,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000176
Ashcroft Holdings LLP,01000177,,,74 Park View,,Birmingham,,United Kingdom,S1 3UN,Private Limited Company,Active,United Kingdom,,11/12/1994,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000177
Gatehouse Ventures 30 LLP,01000178,,,115 Queens Road,,Leeds,,United Kingdom,W1D 2EJ,Private Limited Company,Active,United Kingdom,,07/06/2016,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000178
Ludgate Ventures 6 PLC,01000179,,,106 High Street,,Liverpool,,United Kingdom,EC1V 8LY,Private Limited Company,Active,United Kingdom,,25/02/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000179
Gatehouse Holdings LTD,01000180,,,62 Station Road,,Leeds,,United Kingdom,EH1 6AX,Private Limited Company,Active,United Kingdom,,19/12/2014,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000180
